year,diff,pred,path
1841,0,1841,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-1999-5.jpeg
1842,41,1801,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1954-414.jpeg
1619,10,1629,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1891-A-2427.jpeg
1876,86,1790,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1969-255(V).jpeg
1869,46,1823,/home/liza/data/met-images/12/12385.jpg
1840,76,1764,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1970-4-24.jpeg
1785,37,1748,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/28/NG-1985-7-3-123.jpeg
1884,14,1870,/home/liza/data/met-images/437/437117.jpg
1795,25,1820,/home/liza/data/met-images/16/16152.jpg
1776,7,1783,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/214/RP-T-FM-63.jpeg
1668,57,1725,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1919-74.jpeg
1537,235,1772,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/214/RP-T-BR-1948-10.jpeg
1749,30,1779,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1898-A-3734.jpeg
1780,9,1771,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1937-65.jpeg
1816,44,1772,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1959-143.jpeg
1624,141,1765,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1897-A-3367.jpeg
1560,210,1770,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1958-89(R).jpeg
1870,26,1844,/home/liza/data/met-images/14/14396.jpg
1905,125,1780,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1979-126.jpeg
1818,40,1778,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1956-20.jpeg
1570,115,1685,/home/liza/data/met-images/340/340936.jpg
1624,140,1764,/home/liza/data/met-images/338/338060.jpg
1526,16,1510,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/216/SK-A-3395.jpeg
1896,119,1777,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1953-21.jpeg
1876,64,1812,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1969-803.jpeg
1658,68,1726,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1897-A-3374.jpeg
1670,79,1749,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1940-21.jpeg
1465,288,1177,/home/liza/data/met-images/458/458982.jpg
1897,104,1793,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1950-591.jpeg
1895,92,1803,/home/liza/data/met-images/12/12430.jpg
1825,54,1771,/home/liza/data/met-images/15/15037.jpg
1890,128,1762,/home/liza/data/met-images/437/437346.jpg
1600,48,1552,/home/liza/data/met-images/415/415529.jpg
1837,9,1828,/home/liza/data/met-images/337/337649.jpg
1550,242,1792,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1910-3.jpeg
1690,91,1781,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1884-A-330D.jpeg
1700,51,1751,/home/liza/data/met-images/340/340678.jpg
1895,40,1855,/home/liza/data/met-images/459/459535.jpg
1850,2,1848,/home/liza/data/met-images/13/13234.jpg
1639,85,1724,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-2355.jpeg
1810,12,1822,/home/liza/data/met-images/13/13320.jpg
1630,146,1776,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1970.jpeg
1683,19,1702,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1951-93.jpeg
1574,12,1562,/home/liza/data/met-images/395/395740.jpg
1789,14,1803,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1714.jpeg
1688,74,1762,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1903-A-4774.jpeg
1868,17,1851,/home/liza/data/met-images/334/334311.jpg
1360,494,1854,/home/liza/data/met-images/44/44701.jpg
1778,30,1808,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/193/RP-T-00-492-50.jpeg
1616,88,1704,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1887-A-847.jpeg
1802,26,1776,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1255.jpeg
1763,1,1764,/home/liza/data/met-images/360/360548.jpg
1876,148,1728,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1963-368.jpeg
1616,133,1749,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1887-A-849.jpeg
1696,87,1783,/home/liza/data/met-images/344/344451.jpg
1648,120,1768,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1887-A-901.jpeg
1593,33,1626,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1957-205(R).jpeg
1885,38,1847,/home/liza/data/met-images/10/10269.jpg
1834,46,1788,/home/liza/data/met-images/643/643153.jpg
1680,14,1666,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-175.jpeg
1870,15,1855,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/216/SK-A-2700.jpeg
1786,35,1751,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1940-256.jpeg
1660,27,1687,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1481.jpeg
1800,66,1734,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/1/AK-MAK-1259.jpeg
1732,24,1756,/home/liza/data/met-images/344/344381.jpg
1799,13,1786,/home/liza/data/met-images/15/15147.jpg
1651,130,1781,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1887-A-1005.jpeg
1840,38,1802,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1976-17.jpeg
1690,28,1718,/home/liza/data/met-images/58/58451.jpg
1698,113,1811,/home/liza/data/met-images/362/362005.jpg
1771,30,1741,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1905-27.jpeg
1786,9,1777,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1894-A-2827.jpeg
1653,132,1785,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-246.jpeg
1647,83,1730,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1887-A-1238.jpeg
1644,142,1786,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1911-90.jpeg
1770,10,1760,/home/liza/data/met-images/344/344084.jpg
1810,6,1816,/home/liza/data/met-images/16/16353.jpg
1829,66,1763,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1943-48.jpeg
1869,35,1834,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1944-178.jpeg
1829,24,1805,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1985-20.jpeg
1874,118,1756,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1950-382.jpeg
1453,334,1787,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1959-75.jpeg
1630,29,1659,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1411.jpeg
1607,179,1786,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1884-A-407.jpeg
1831,30,1801,/home/liza/data/met-images/399/399140.jpg
1675,135,1810,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1884-A-354.jpeg
1872,52,1820,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1953-491.jpeg
1807,3,1804,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-2260.jpeg
1777,9,1768,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1914-17-279.jpeg
1632,9,1623,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-569.jpeg
1769,1,1768,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1909-47.jpeg
1572,197,1769,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1952-358.jpeg
1525,312,1837,/home/liza/data/met-images/341/341452.jpg
1648,108,1756,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1890-A-2265.jpeg
1864,48,1816,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-2192.jpeg
1922,111,1811,/home/liza/data/met-images/483/483667.jpg
1866,75,1791,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/40/RP-D-1996-1-165B.jpeg
1729,1,1730,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1900-A-4355.jpeg
1810,21,1831,/home/liza/data/met-images/16/16501.jpg
1843,66,1777,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1987-41.jpeg
1612,192,1804,/home/liza/data/met-images/338/338849.jpg
1777,19,1758,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1891-A-2441.jpeg
1860,13,1847,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-1998-37.jpeg
1807,7,1800,/home/liza/data/met-images/335/335147.jpg
1740,56,1684,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1993-189.jpeg
1860,1,1861,/home/liza/data/met-images/16/16694.jpg
1789,4,1793,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-2216.jpeg
1860,42,1818,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1898-A-4038.jpeg
1876,44,1832,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1969-927.jpeg
1650,11,1661,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-151.jpeg
1867,97,1770,/home/liza/data/met-images/337/337500.jpg
1583,127,1710,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-1993-49.jpeg
1906,56,1850,/home/liza/data/met-images/16/16482.jpg
1786,37,1823,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1989-18.jpeg
1878,119,1759,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1979-195.jpeg
1800,36,1836,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1979-28.jpeg
1749,4,1753,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-3235.jpeg
1802,48,1754,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1185.jpeg
1912,56,1856,/home/liza/data/met-images/393/393652.jpg
1888,15,1873,/home/liza/data/met-images/436/436530.jpg
1532,202,1734,/home/liza/data/met-images/341/341161.jpg
1733,36,1769,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1267.jpeg
1865,68,1797,/home/liza/data/met-images/387/387446.jpg
1530,303,1833,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1948-417.jpeg
1779,24,1803,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1410.jpeg
1632,166,1798,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1884-A-374.jpeg
1834,91,1743,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1981-448(V).jpeg
1669,53,1722,/home/liza/data/met-images/338/338771.jpg
1857,9,1866,/home/liza/data/met-images/362/362103.jpg
1652,58,1594,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1604.jpeg
1887,136,1751,/home/liza/data/met-images/54/54628.jpg
1862,58,1804,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-1994-110B.jpeg
1890,40,1850,/home/liza/data/met-images/12/12073.jpg
1851,65,1786,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1976-19.jpeg
1750,24,1726,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1971-79.jpeg
1619,120,1739,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1888-A-1483.jpeg
1830,27,1803,/home/liza/data/met-images/385/385042.jpg
1534,262,1796,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1891-A-2475(V).jpeg
1856,67,1789,/home/liza/data/met-images/440/440888.jpg
1820,98,1722,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1845.jpeg
1818,3,1821,/home/liza/data/met-images/435/435921.jpg
1765,55,1820,/home/liza/data/met-images/343/343091.jpg
1788,2,1786,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1456.jpeg
1860,36,1824,/home/liza/data/met-images/460/460042.jpg
1695,57,1752,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1894-A-3024.jpeg
1610,203,1813,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1953-427.jpeg
1820,9,1811,/home/liza/data/met-images/334/334495.jpg
1524,44,1568,/home/liza/data/met-images/340/340437.jpg
1640,110,1750,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1930-15.jpeg
1782,22,1804,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/206/RP-T-1951-370.jpeg
1780,26,1754,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1918-304.jpeg
1775,8,1767,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1904-302.jpeg
1587,219,1806,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1958-49.jpeg
1800,237,1563,/home/liza/data/met-images/37/37933.jpg
1868,77,1791,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/203/RP-T-1929-6.jpeg
1682,61,1743,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1883-A-211.jpeg
1882,165,1717,/home/liza/data/met-images/436/436956.jpg
1897,253,1644,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-3581.jpeg
1670,82,1752,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1901-A-4500.jpeg
1828,36,1864,/home/liza/data/met-images/357/357994.jpg
1878,39,1839,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1979-206.jpeg
1610,169,1779,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1971-91.jpeg
1656,88,1744,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1507.jpeg
1785,9,1794,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/28/NG-1985-7-1-69.jpeg
1590,162,1752,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/35/NG-2011-98-32.jpeg
1750,100,1650,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/214/SK-A-1332.jpeg
1802,5,1797,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1963-87.jpeg
1891,54,1837,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1960-326.jpeg
1806,19,1787,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1907-28.jpeg
1785,27,1758,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/28/NG-1985-7-2-62.jpeg
1908,199,1709,/home/liza/data/met-images/17/17157.jpg
1700,131,1831,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/193/RP-T-00-620.jpeg
1650,182,1832,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-700.jpeg
1710,41,1751,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/213/RP-T-1993-424.jpeg
1876,46,1830,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1963-369.jpeg
1610,130,1740,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1913-79.jpeg
1930,91,1839,/home/liza/data/met-images/461/461681.jpg
1756,66,1822,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1972-9(V).jpeg
1750,6,1744,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-938.jpeg
1530,41,1489,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-4252.jpeg
1893,47,1846,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1962-340G.jpeg
1883,88,1795,/home/liza/data/met-images/339/339656.jpg
1653,162,1815,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/192/RP-T-00-248.jpeg
1869,11,1858,/home/liza/data/met-images/345/345014.jpg
1831,49,1782,/home/liza/data/met-images/436/436707.jpg
1532,137,1669,/home/liza/data/met-images/340/340270.jpg
1790,1,1789,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/196/RP-T-1892-A-2747.jpeg
1766,36,1802,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/211/RP-T-1971-76.jpeg
1775,39,1814,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1904-211.jpeg
1822,49,1773,/home/liza/data/met-images/10/10061.jpg
1876,79,1797,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1969-804.jpeg
1719,75,1794,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1940-421.jpeg
1854,85,1769,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1954-136(V).jpeg
1890,36,1854,/home/liza/data/met-images/15/15479.jpg
1783,2,1785,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1942-84.jpeg
1650,2,1652,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-2156.jpeg
1726,124,1850,/home/liza/data/met-images/459/459660.jpg
1626,195,1821,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1958-72.jpeg
1775,4,1779,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1904-418.jpeg
1884,63,1821,/home/liza/data/met-images/338/338758.jpg
1617,149,1766,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/4/BI-1887-1463-146B(R).jpeg
1685,96,1781,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1889-A-1903.jpeg
1891,77,1814,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1960-333.jpeg
1854,29,1825,/home/liza/data/met-images/410/410169.jpg
1891,38,1853,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1960-498.jpeg
1782,30,1812,/home/liza/data/met-images/706/706004.jpg
1597,107,1490,/home/liza/data/met-images/437/437530.jpg
1784,26,1758,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1991-13.jpeg
1700,17,1717,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1968-227.jpeg
1700,81,1781,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/204/RP-T-1943-56.jpeg
1752,74,1826,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/199/RP-T-1918-6.jpeg
1893,89,1804,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1962-340A.jpeg
1609,127,1736,/home/liza/data/met-images/335/335665.jpg
1642,18,1660,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-C-1177.jpeg
1789,8,1781,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1379.jpeg
1888,75,1813,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-4730.jpeg
1770,4,1774,/home/liza/data/met-images/345/345611.jpg
1660,91,1751,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/4/BI-1887-1463-86.jpeg
1638,188,1826,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/212/RP-T-1982-20.jpeg
1860,5,1855,/home/liza/data/met-images/16/16707.jpg
1873,50,1823,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1949-16.jpeg
1776,71,1705,/home/liza/data/met-images/0/495.jpg
1651,149,1800,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/194/RP-T-1887-A-1275.jpeg
1810,19,1791,/home/liza/data/met-images/16/16633.jpg
1662,105,1767,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/31/NG-1996-6-7.jpeg
1580,122,1702,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1957-250.jpeg
1830,28,1858,/home/liza/data/met-images/385/385496.jpg
1600,183,1783,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/197/RP-T-1899-A-4201.jpeg
1660,5,1665,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1686.jpeg
1741,29,1770,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/191/RP-T-00-1528.jpeg
1865,83,1782,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1949-68.jpeg
1645,89,1734,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1888-A-1516.jpeg
1891,94,1797,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1960-494.jpeg
1869,42,1827,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1968-1.jpeg
1865,122,1743,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/205/RP-T-1949-97.jpeg
1485,80,1565,/home/liza/data/met-images/459/459028.jpg
1609,129,1738,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1887-A-874.jpeg
1678,43,1635,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/217/SK-A-4460.jpeg
1645,76,1569,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/218/SK-A-803.jpeg
1904,72,1832,/home/liza/data/met-images/486/486390.jpg
1590,133,1723,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/35/NG-2011-98-45.jpeg
1651,120,1771,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1887-A-918(V).jpeg
1650,24,1626,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-1535.jpeg
1560,135,1695,/home/liza/data/met-images/343/343218.jpg
1625,147,1772,/home/liza/data/met-images/340/340750.jpg
1716,84,1632,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/215/SK-A-2338.jpeg
1918,144,1774,/home/liza/data/met-images/11/11028.jpg
1688,87,1775,/home/liza/data/met-images/345/345814.jpg
1750,30,1780,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/207/RP-T-1956-55.jpeg
1835,36,1799,/home/liza/data/met-images/10/10988.jpg
1540,134,1674,/home/liza/data/met-images/341/341686.jpg
1585,159,1744,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/208/RP-T-1958-70.jpeg
1835,48,1787,/home/liza/data/met-images/10/10794.jpg
1890,42,1848,/home/liza/data/met-images/15/15805.jpg
1696,65,1761,/home/liza/data/met-images/334/334651.jpg
1745,27,1772,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/195/RP-T-1888-A-1830.jpeg
1530,253,1783,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/198/RP-T-1912-14.jpeg
1854,6,1848,/home/liza/data/met-images/16/16010.jpg
1870,24,1846,/home/liza/data/met-images/16/16137.jpg
1849,77,1772,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/35/NG-2013-22-12.jpeg
1755,16,1771,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/209/RP-T-1963-284(R).jpeg
1660,98,1758,/home/liza/data/rijksmuseum-images/rijksmuseum_data/images/rkm_data/images-small/210/RP-T-1970-55.jpeg
1921,103,1818,/home/liza/data/met-images/483/483142.jpg
